# Framework attr name -> resource ID. GENERATED by gen_framework_attrids.sh.
# Public from:  /opt/android-sdk/platforms/android-36/data/res/values/public-final.xml
# Private from: scripts/private-final.xml
# Format: 0xID NAME

0x01010000 theme
0x010103ca format12Hour
0x010103cb format24Hour
0x010103cc timeZone
0x010103cd mipMap
0x010103ce mirrorForRtl
0x010103cf windowOverscan
0x010103d0 requiredForAllUsers
0x010103d1 indicatorStart
0x010103d2 indicatorEnd
0x010103d3 childIndicatorStart
0x010103d4 childIndicatorEnd
0x010103d5 restrictedAccountType
0x010103d6 requiredAccountType
0x010103d7 canRequestTouchExplorationMode
0x010103d8 canRequestEnhancedWebAccessibility
0x010103d9 canRequestFilterKeyEvents
0x010103da layoutMode
0x010103db keySet
0x010103dc targetId
0x010103dd fromScene
0x010103de toScene
0x010103df transition
0x010103e0 transitionOrdering
0x010103e1 fadingMode
0x010103e2 startDelay
0x010103e3 ssp
0x010103e4 sspPrefix
0x010103e5 sspPattern
0x010103e6 addPrintersActivity
0x010103e7 vendor
0x010103e8 category
0x010103e9 isAsciiCapable
0x010103ea autoMirrored
0x010103eb supportsSwitchingToNextInputMethod
0x010103ec requireDeviceUnlock
0x010103ed apduServiceBanner
0x010103ee accessibilityLiveRegion
0x010103ef windowTranslucentStatus
0x010103f0 windowTranslucentNavigation
0x010103f1 advancedPrintOptionsActivity
0x010103f2 banner
0x010103f3 windowSwipeToDismiss
0x010103f4 isGame
0x010103f5 allowEmbedded
0x010103f6 setupActivity
0x010103f7 fastScrollStyle
0x010103f8 windowContentTransitions
0x010103f9 windowContentTransitionManager
0x010103fa translationZ
0x010103fb tintMode
0x010103fc controlX1
0x010103fd controlY1
0x010103fe controlX2
0x010103ff controlY2
0x01010400 transitionName
0x01010401 transitionGroup
0x01010402 viewportWidth
0x01010403 viewportHeight
0x01010404 fillColor
0x01010405 pathData
0x01010406 strokeColor
0x01010407 strokeWidth
0x01010408 trimPathStart
0x01010409 trimPathEnd
0x0101040a trimPathOffset
0x0101040b strokeLineCap
0x0101040c strokeLineJoin
0x0101040d strokeMiterLimit
0x01010429 colorControlNormal
0x0101042a colorControlActivated
0x0101042b colorButtonNormal
0x0101042c colorControlHighlight
0x0101042d persistableMode
0x0101042e titleTextAppearance
0x0101042f subtitleTextAppearance
0x01010430 slideEdge
0x01010431 actionBarTheme
0x01010432 textAppearanceListItemSecondary
0x01010433 colorPrimary
0x01010434 colorPrimaryDark
0x01010435 colorAccent
0x01010436 nestedScrollingEnabled
0x01010437 windowEnterTransition
0x01010438 windowExitTransition
0x01010439 windowSharedElementEnterTransition
0x0101043a windowSharedElementExitTransition
0x0101043b windowAllowReturnTransitionOverlap
0x0101043c windowAllowEnterTransitionOverlap
0x0101043d sessionService
0x0101043e stackViewStyle
0x0101043f switchStyle
0x01010440 elevation
0x01010441 excludeId
0x01010442 excludeClass
0x01010443 hideOnContentScroll
0x01010444 actionOverflowMenuStyle
0x01010445 documentLaunchMode
0x01010446 maxRecents
0x01010447 autoRemoveFromRecents
0x01010448 stateListAnimator
0x01010449 toId
0x0101044a fromId
0x0101044b reversible
0x0101044c splitTrack
0x0101044d targetName
0x0101044e excludeName
0x0101044f matchOrder
0x01010450 windowDrawsSystemBarBackgrounds
0x01010451 statusBarColor
0x01010452 navigationBarColor
0x01010453 contentInsetStart
0x01010454 contentInsetEnd
0x01010455 contentInsetLeft
0x01010456 contentInsetRight
0x01010457 paddingMode
0x01010458 layout_rowWeight
0x01010459 layout_columnWeight
0x0101045a translateX
0x0101045b translateY
0x0101045c selectableItemBackgroundBorderless
0x0101045d elegantTextHeight
0x0101045e searchKeyphraseId
0x0101045f searchKeyphrase
0x01010460 searchKeyphraseSupportedLocales
0x01010461 windowTransitionBackgroundFadeDuration
0x01010462 overlapAnchor
0x01010463 progressTint
0x01010464 progressTintMode
0x01010465 progressBackgroundTint
0x01010466 progressBackgroundTintMode
0x01010467 secondaryProgressTint
0x01010468 secondaryProgressTintMode
0x01010469 indeterminateTint
0x0101046a indeterminateTintMode
0x0101046b backgroundTint
0x0101046c backgroundTintMode
0x0101046d foregroundTint
0x0101046e foregroundTintMode
0x0101046f buttonTint
0x01010470 buttonTintMode
0x01010471 thumbTint
0x01010472 thumbTintMode
0x01010473 fullBackupOnly
0x01010474 propertyXName
0x01010475 propertyYName
0x01010476 relinquishTaskIdentity
0x01010477 tileModeX
0x01010478 tileModeY
0x01010479 actionModeShareDrawable
0x0101047a actionModeFindDrawable
0x0101047b actionModeWebSearchDrawable
0x0101047c transitionVisibilityMode
0x0101047d minimumHorizontalAngle
0x0101047e minimumVerticalAngle
0x0101047f maximumAngle
0x01010480 searchViewStyle
0x01010481 closeIcon
0x01010482 goIcon
0x01010483 searchIcon
0x01010484 voiceIcon
0x01010485 commitIcon
0x01010486 suggestionRowLayout
0x01010487 queryBackground
0x01010488 submitBackground
0x01010489 buttonBarPositiveButtonStyle
0x0101048a buttonBarNeutralButtonStyle
0x0101048b buttonBarNegativeButtonStyle
0x0101048c popupElevation
0x0101048d actionBarPopupTheme
0x0101048e multiArch
0x0101048f touchscreenBlocksFocus
0x01010490 windowElevation
0x01010491 launchTaskBehindTargetAnimation
0x01010492 launchTaskBehindSourceAnimation
0x01010493 restrictionType
0x01010494 dayOfWeekBackground
0x01010495 dayOfWeekTextAppearance
0x01010496 headerMonthTextAppearance
0x01010497 headerDayOfMonthTextAppearance
0x01010498 headerYearTextAppearance
0x01010499 yearListItemTextAppearance
0x0101049a yearListSelectorColor
0x0101049b calendarTextColor
0x0101049c recognitionService
0x0101049d timePickerStyle
0x0101049e timePickerDialogTheme
0x0101049f headerTimeTextAppearance
0x010104a0 headerAmPmTextAppearance
0x010104a1 numbersTextColor
0x010104a2 numbersBackgroundColor
0x010104a3 numbersSelectorColor
0x010104a4 amPmTextColor
0x010104a5 amPmBackgroundColor
0x010104a6 searchKeyphraseRecognitionFlags
0x010104a7 checkMarkTint
0x010104a8 checkMarkTintMode
0x010104a9 popupTheme
0x010104aa toolbarStyle
0x010104ab windowClipToOutline
0x010104ac datePickerDialogTheme
0x010104ad showText
0x010104ae windowReturnTransition
0x010104af windowReenterTransition
0x010104b0 windowSharedElementReturnTransition
0x010104b1 windowSharedElementReenterTransition
0x010104b2 resumeWhilePausing
0x010104b3 datePickerMode
0x010104b4 timePickerMode
0x010104b5 inset
0x010104b6 letterSpacing
0x010104b7 fontFeatureSettings
0x010104b8 outlineProvider
0x010104b9 contentAgeHint
0x010104ba country
0x010104bb windowSharedElementsUseOverlay
0x010104bc reparent
0x010104bd reparentWithOverlay
0x010104be ambientShadowAlpha
0x010104bf spotShadowAlpha
0x010104c0 navigationIcon
0x010104c1 navigationContentDescription
0x010104c2 fragmentExitTransition
0x010104c3 fragmentEnterTransition
0x010104c4 fragmentSharedElementEnterTransition
0x010104c5 fragmentReturnTransition
0x010104c6 fragmentSharedElementReturnTransition
0x010104c7 fragmentReenterTransition
0x010104c8 fragmentAllowEnterTransitionOverlap
0x010104c9 fragmentAllowReturnTransitionOverlap
0x010104ca patternPathData
0x010104cb strokeAlpha
0x010104cc fillAlpha
0x010104cd windowActivityTransitions
0x010104ce colorEdgeEffect
0x010104cf resizeClip
0x010104d0 collapseContentDescription
0x010104d1 accessibilityTraversalBefore
0x010104d2 accessibilityTraversalAfter
0x010104d3 dialogPreferredPadding
0x010104d4 searchHintIcon
0x010104d5 revisionCode
0x010104d6 drawableTint
0x010104d7 drawableTintMode
0x010104d8 fraction
0x010104d9 trackTint
0x010104da trackTintMode
0x010104db start
0x010104dc end
0x010104dd breakStrategy
0x010104de hyphenationFrequency
0x010104df allowUndo
0x010104e0 windowLightStatusBar
0x010104e1 numbersInnerTextColor
0x010104e2 colorBackgroundFloating
0x010104e3 titleTextColor
0x010104e4 subtitleTextColor
0x010104e5 thumbPosition
0x010104e6 scrollIndicators
0x010104e7 contextClickable
0x010104e8 fingerprintAuthDrawable
0x010104e9 logoDescription
0x010104ea extractNativeLibs
0x010104eb fullBackupContent
0x010104ec usesCleartextTraffic
0x010104ed lockTaskMode
0x010104ee autoVerify
0x010104ef showForAllUsers
0x010104f0 supportsAssist
0x010104f1 supportsLaunchVoiceAssistFromKeyguard
0x010104f2 listMenuViewStyle
0x010104f3 subMenuArrow
0x010104f4 defaultWidth
0x010104f5 defaultHeight
0x010104f6 resizeableActivity
0x010104f7 supportsPictureInPicture
0x010104f8 titleMargin
0x010104f9 titleMarginStart
0x010104fa titleMarginEnd
0x010104fb titleMarginTop
0x010104fc titleMarginBottom
0x010104fd maxButtonHeight
0x010104fe buttonGravity
0x010104ff collapseIcon
0x01010500 level
0x01010501 contextPopupMenuStyle
0x01010502 textAppearancePopupMenuHeader
0x01010503 windowBackgroundFallback
0x01010504 defaultToDeviceProtectedStorage
0x01010505 directBootAware
0x01010506 preferenceFragmentStyle
0x01010507 canControlMagnification
0x01010508 languageTag
0x01010509 pointerIcon
0x0101050a tickMark
0x0101050b tickMarkTint
0x0101050c tickMarkTintMode
0x0101050d canPerformGestures
0x0101050e externalService
0x0101050f supportsLocalInteraction
0x01010510 startX
0x01010511 startY
0x01010512 endX
0x01010513 endY
0x01010514 offset
0x01010515 use32bitAbi
0x01010516 bitmap
0x01010517 hotSpotX
0x01010518 hotSpotY
0x01010519 version
0x0101051a backupInForeground
0x0101051b countDown
0x0101051c canRecord
0x0101051d tunerCount
0x0101051e fillType
0x0101051f popupEnterTransition
0x01010520 popupExitTransition
0x01010521 forceHasOverlappingRendering
0x01010522 contentInsetStartWithNavigation
0x01010523 contentInsetEndWithActions
0x01010524 numberPickerStyle
0x01010525 enableVrMode
0x01010526 hash
0x01010527 networkSecurityConfig
0x01010528 shortcutId
0x01010529 shortcutShortLabel
0x0101052a shortcutLongLabel
0x0101052b shortcutDisabledMessage
0x0101052c roundIcon
0x0101052d contextUri
0x0101052e contextDescription
0x0101052f showMetadataInPreview
0x01010530 colorSecondary
0x01010531 visibleToInstantApps
0x01010532 font
0x01010533 fontWeight
0x01010534 tooltipText
0x01010535 autoSizeTextType
0x01010536 autoSizeStepGranularity
0x01010537 autoSizePresetSizes
0x01010538 autoSizeMinTextSize
0x01010539 min
0x0101053a rotationAnimation
0x0101053b layout_marginHorizontal
0x0101053c layout_marginVertical
0x0101053d paddingHorizontal
0x0101053e paddingVertical
0x0101053f fontStyle
0x01010540 keyboardNavigationCluster
0x01010541 targetProcesses
0x01010542 nextClusterForward
0x01010543 colorError
0x01010544 focusedByDefault
0x01010545 appCategory
0x01010546 autoSizeMaxTextSize
0x01010547 recreateOnConfigChanges
0x01010548 certDigest
0x01010549 splitName
0x0101054a colorMode
0x0101054b isolatedSplits
0x0101054c targetSandboxVersion
0x0101054d canRequestFingerprintGestures
0x0101054e alphabeticModifiers
0x0101054f numericModifiers
0x01010550 fontProviderAuthority
0x01010551 fontProviderQuery
0x01010552 primaryContentAlpha
0x01010553 secondaryContentAlpha
0x01010554 requiredFeature
0x01010555 requiredNotFeature
0x01010556 autofillHints
0x01010557 fontProviderPackage
0x01010558 importantForAutofill
0x01010559 recycleEnabled
0x0101055a isStatic
0x0101055b isFeatureSplit
0x0101055c singleLineTitle
0x0101055d fontProviderCerts
0x0101055e iconTint
0x0101055f iconTintMode
0x01010560 maxAspectRatio
0x01010561 iconSpaceReserved
0x01010562 defaultFocusHighlightEnabled
0x01010563 persistentWhenFeatureAvailable
0x01010564 windowSplashscreenContent
0x01010565 requiredSystemPropertyName
0x01010566 requiredSystemPropertyValue
0x01010567 justificationMode
0x01010568 autofilledHighlight
0x01010569 showWhenLocked
0x0101056a turnScreenOn
0x0101056b classLoader
0x0101056c windowLightNavigationBar
0x0101056d navigationBarDividerColor
0x0101056e cantSaveState
0x0101056f ttcIndex
0x01010570 fontVariationSettings
0x01010571 dialogCornerRadius
0x01010572 compileSdkVersion
0x01010573 compileSdkVersionCodename
0x01010574 screenReaderFocusable
0x01010575 buttonCornerRadius
0x01010576 versionCodeMajor
0x01010577 versionMajor
0x01010578 isVrOnly
0x01010579 widgetFeatures
0x0101057a appComponentFactory
0x0101057b fallbackLineSpacing
0x0101057c accessibilityPaneTitle
0x0101057d firstBaselineToTopHeight
0x0101057e lastBaselineToBottomHeight
0x0101057f lineHeight
0x01010580 accessibilityHeading
0x01010581 outlineSpotShadowColor
0x01010582 outlineAmbientShadowColor
0x01010583 maxLongVersionCode
0x01010584 userRestriction
0x01010585 textFontWeight
0x01010586 windowLayoutInDisplayCutoutMode
0x01010587 packageType
0x01010588 opticalInsetLeft
0x01010589 opticalInsetTop
0x0101058a opticalInsetRight
0x0101058b opticalInsetBottom
0x0101058c forceDarkAllowed
0x0101058d supportsAmbientMode
0x0101058e usesNonSdkApi
0x0101058f nonInteractiveUiTimeout
0x01010590 isLightTheme
0x01010591 isSplitRequired
0x01010592 textLocale
0x01010593 settingsSliceUri
0x01010594 shell
0x01010595 interactiveUiTimeout
0x01010596 supportsMultipleDisplays
0x01010597 useAppZygote
0x01010598 selectionDividerHeight
0x01010599 foregroundServiceType
0x0101059a hasFragileUserData
0x0101059b minAspectRatio
0x0101059c inheritShowWhenLocked
0x0101059d zygotePreloadName
0x0101059e useEmbeddedDex
0x0101059f forceUriPermissions
0x01010600 allowClearUserDataOnFailedRestore
0x01010601 allowAudioPlaybackCapture
0x01010602 secureElementName
0x01010603 requestLegacyExternalStorage
0x01010604 enforceStatusBarContrast
0x01010605 enforceNavigationBarContrast
0x01010606 identifier
0x01010607 importantForContentCapture
0x01010608 forceQueryable
0x01010609 resourcesMap
0x0101060a animatedImageDrawable
0x0101060b htmlDescription
0x0101060c preferMinimalPostProcessing
0x0101060d supportsInlineSuggestions
0x0101060e crossProfile
0x0101060f canTakeScreenshot
0x01010610 sdkVersion
0x01010611 minExtensionVersion
0x01010612 allowNativeHeapPointerTagging
0x01010613 autoRevokePermissions
0x01010614 preserveLegacyExternalStorage
0x01010615 mimeGroup
0x01010616 gwpAsanMode
0x01010617 rollbackDataPolicy
0x01010618 allowClickWhenDisabled
0x01010619 windowLayoutAffinity
0x0101061a canPauseRecording
0x0101061b windowBlurBehindRadius
0x0101061c windowBlurBehindEnabled
0x0101061d requireDeviceScreenOn
0x0101061e pathSuffix
0x0101061f sspSuffix
0x01010620 pathAdvancedPattern
0x01010621 sspAdvancedPattern
0x01010622 fontProviderSystemFontFamily
0x01010623 hand_second
0x01010624 memtagMode
0x01010625 nativeHeapZeroInitialized
0x01010626 hotwordDetectionService
0x01010627 previewLayout
0x01010628 clipToOutline
0x0101062a knownCerts
0x0101062b windowBackgroundBlurRadius
0x0101062c windowSplashScreenBackground
0x0101062d windowSplashScreenAnimatedIcon
0x0101062e windowSplashScreenAnimationDuration
0x0101062f windowSplashScreenBrandingImage
0x01010630 windowSplashScreenIconBackgroundColor
0x01010631 splashScreenTheme
0x01010632 maxResizeWidth
0x01010633 maxResizeHeight
0x01010634 targetCellWidth
0x01010635 targetCellHeight
0x01010636 dialTint
0x01010637 dialTintMode
0x01010638 hand_hourTint
0x01010639 hand_hourTintMode
0x0101063a hand_minuteTint
0x0101063b hand_minuteTintMode
0x0101063c hand_secondTint
0x0101063d hand_secondTintMode
0x0101063e dataExtractionRules
0x0101063f passwordsActivity
0x01010640 selectableAsDefault
0x01010641 isAccessibilityTool
0x01010642 attributionTags
0x01010643 suppressesSpellChecker
0x01010644 usesPermissionFlags
0x01010645 requestRawExternalStorageAccess
0x01010646 playHomeTransitionSound
0x01010647 lStar
0x01010648 showInInputMethodPicker
0x01010649 effectColor
0x0101064a requestForegroundServiceExemption
0x0101064b attributionsAreUserVisible
0x0101064c shouldUseDefaultUnfoldTransition
0x0101064d sharedUserMaxSdkVersion
0x0101064e requiredSplitTypes
0x0101064f splitTypes
0x01010650 canDisplayOnRemoteDevices
0x01010651 supportedTypes
0x01010652 resetEnabledSettingsOnAppDataCleared
0x01010653 supportsStylusHandwriting
0x01010654 showClockAndComplications
0x01010655 gameSessionService
0x01010656 supportsBatteryGameMode
0x01010657 supportsPerformanceGameMode
0x01010658 allowGameAngleDriver
0x01010659 allowGameDownscaling
0x0101065a allowGameFpsOverride
0x0101065b localeConfig
0x0101065c showBackdrop
0x0101065d preferKeepClear
0x0101065e autoHandwritingEnabled
0x0101065f fromExtendLeft
0x01010660 fromExtendTop
0x01010661 fromExtendRight
0x01010662 fromExtendBottom
0x01010663 toExtendLeft
0x01010664 toExtendTop
0x01010665 toExtendRight
0x01010666 toExtendBottom
0x01010667 tileService
0x01010668 windowSplashScreenBehavior
0x01010669 allowUntrustedActivityEmbedding
0x0101066a knownActivityEmbeddingCerts
0x0101066b intro
0x0101066c enableOnBackInvokedCallback
0x0101066d supportsInlineSuggestionsWithTouchExploration
0x0101066e lineBreakStyle
0x0101066f lineBreakWordStyle
0x01010670 maxDrawableWidth
0x01010671 maxDrawableHeight
0x01010672 backdropColor
0x01010673 handwritingBoundsOffsetLeft
0x01010674 handwritingBoundsOffsetTop
0x01010675 handwritingBoundsOffsetRight
0x01010676 handwritingBoundsOffsetBottom
0x01010677 accessibilityDataSensitive
0x01010678 enableTextStylingShortcuts
0x01010679 requiredDisplayCategory
0x0101067a visualQueryDetectionService
0x0101067b physicalKeyboardHintLanguageTag
0x0101067c physicalKeyboardHintLayoutType
0x0101067d allowSharedIsolatedProcess
0x0101067e keyboardLocale
0x0101067f keyboardLayoutType
0x01010680 allowUpdateOwnership
0x01010681 isCredential
0x01010682 searchResultHighlightColor
0x01010683 focusedSearchResultHighlightColor
0x01010684 stylusHandwritingSettingsActivity
0x01010685 windowNoMoveAnimation
0x01010686 settingsSubtitle
0x01010687 capability
0x01010688 defaultLocale
0x01010689 isVirtualDeviceOnly
0x0101068c featureFlag
0x0101068d systemUserOnly
0x0101068e allow
0x0101068f query
0x01010690 queryPrefix
0x01010691 queryPattern
0x01010692 queryAdvancedPattern
0x01010693 querySuffix
0x01010694 fragmentPrefix
0x01010695 fragmentPattern
0x01010696 fragmentAdvancedPattern
0x01010697 fragmentSuffix
0x01010698 useBoundsForWidth
0x01010699 autoTransact
0x0101069a windowOptOutEdgeToEdgeEnforcement
0x0101069b requireContentUriPermissionFromCaller
0x0101069d useLocalePreferredLineHeightForMinimum
0x0101069e contentSensitivity
0x0101069f supportsConnectionlessStylusHandwriting
0x010106a0 shouldDefaultToObserveMode
0x010106a1 allowCrossUidActivitySwitchFromBelow
0x010106a2 shiftDrawingOffsetForStartOverhang
0x010106a3 windowIsFrameRatePowerSavingsBalanced
0x010106a4 adServiceTypes
0x010106a5 languageSettingsActivity
0x010106a6 dreamCategory
0x010106a7 backgroundPermission
0x010106a8 supplementalDescription
0x010106a9 intentMatchingFlags
0x010106aa layoutLabel
0x010106ab pageSizeCompat
0x010106ac wantsRoleHolderPriority
0x010d0000 __removed0
0x010d0001 __removed1
0x010d0002 __removed2
0x010d0003 __removed3
0x010d0004 __removed4
0x010d0005 __removed5
0x010d0006 __removed6
0x010d0007 accessibilityFocusedDrawable
0x010d0008 actionModePopupWindowStyle
0x010d0009 actionModeRedoDrawable
0x010d000a actionModeUndoDrawable
0x010d000b activityChooserViewStyle
0x010d000c activityOpenRemoteViewsEnterAnimation
0x010d000d adjustable
0x010d000e alertDialogButtonGroupStyle
0x010d000f alertDialogCenterButtons
0x010d0010 allowAutoRevokePermissionsExemption
0x010d0014 allowMassStorage
0x010d0015 allowStacking
0x010d0016 alternateLauncherIcons
0x010d0017 alternateLauncherLabels
0x010d0018 alwaysFocusable
0x010d0019 aspect
0x010d001a autofillDatasetPickerMaxHeight
0x010d001b autofillDatasetPickerMaxWidth
0x010d001c autofillSaveCustomSubtitleMaxHeight
0x010d001d backgroundLeft
0x010d001e backgroundRequest
0x010d001f backgroundRequestDetail
0x010d0020 backgroundRight
0x010d0021 borderBottom
0x010d0022 borderLeft
0x010d0023 borderRight
0x010d0024 borderTop
0x010d0025 buttonPanelSideLayout
0x010d0026 calendarViewMode
0x010d0027 checkMarkGravity
0x010d0028 clickColor
0x010d0029 closeItemLayout
0x010d002a colorAccentPrimary
0x010d002b colorAccentPrimaryVariant
0x010d002c colorAccentSecondary
0x010d002d colorAccentSecondaryVariant
0x010d002e colorAccentTertiary
0x010d002f colorAccentTertiaryVariant
0x010d0030 colorListDivider
0x010d0031 colorPopupBackground
0x010d0032 colorProgressBackgroundNormal
0x010d0033 colorSurface
0x010d0034 colorSurfaceHeader
0x010d0035 colorSurfaceHighlight
0x010d0036 colorSurfaceVariant
0x010d0037 colorSwitchThumbNormal
0x010d0038 controllerType
0x010d0039 cornerRadius
0x010d003a dayHighlightColor
0x010d003b daySelectorColor
0x010d003c defaultQueryHint
0x010d003d dialogCustomTitleDecorLayout
0x010d003e dialogMode
0x010d003f dialogTitleDecorLayout
0x010d0040 dialogTitleIconsDecorLayout
0x010d0041 disableChildrenWhenDisabled
0x010d0042 dotActivatedColor
0x010d0043 dotColor
0x010d0044 dotSize
0x010d0045 drawableAlpha
0x010d0046 dreamActivityCloseExitAnimation
0x010d0047 dreamActivityOpenEnterAnimation
0x010d0048 dreamActivityOpenExitAnimation
0x010d0049 dropdownListPreferredItemHeight
0x010d004a emergencyInstaller
0x010d004b emulated
0x010d004c enableControlView
0x010d004e enableSubtitle
0x010d004f enlargeVertexEntryArea
0x010d0050 errorColor
0x010d0051 errorMessageAboveBackground
0x010d0052 errorMessageBackground
0x010d0053 expandActivityOverflowButtonDrawable
0x010d0054 externalRouteEnabledDrawable
0x010d0055 fadedHeight
0x010d0056 findOnPageNextDrawable
0x010d0057 findOnPagePreviousDrawable
0x010d0058 floatingToolbarCloseDrawable
0x010d0059 floatingToolbarDividerColor
0x010d005a floatingToolbarItemBackgroundBorderlessDrawable
0x010d005b floatingToolbarItemBackgroundDrawable
0x010d005c floatingToolbarOpenDrawable
0x010d005d foregroundInsidePadding
0x010d005e fragmentBreadCrumbsStyle
0x01011015 frameDuration
0x01011016 framesCount
0x010d005f fromBottom
0x010d0060 fromLeft
0x010d0061 fromRight
0x010d0062 fromTop
0x010d0063 gestureOverlayViewStyle
0x010d0064 glowDot
0x010d0065 glyphDrawable
0x010d0066 glyphMap
0x010d0067 hasRoundedCorners
0x010d0068 headerLayout
0x010d0069 headerRemoveIconIfEmpty
0x010d006a headerTextColor
0x010d006b hideWheelUntilFocused
0x010d006c horizontalProgressLayout
0x010d006d iconfactoryBadgeSize
0x010d006e iconfactoryIconSize
0x010d006f ignoreOffsetTopLimit
0x010d0070 initialActivityCount
0x01011017 internalLayout
0x010d0072 internalMaxHeight
0x010d0073 internalMaxWidth
0x010d0074 internalMinHeight
0x010d0075 internalMinWidth
0x010d0076 interpolatorX
0x010d0077 interpolatorY
0x010d0078 interpolatorZ
0x010d007a itemColor
0x010d007b itemLayout
0x010d007c keepDotActivated
0x010d007d keyboardViewStyle
0x010d007e layoutManager
0x010d007f layout_alwaysShow
0x010d0080 layout_childType
0x010d0081 layout_hasNestedScrollIndicator
0x010d0082 layout_ignoreOffset
0x010d0083 layout_maxHeight
0x010d0084 layout_removeBorders
0x010d0085 leftToRight
0x010d0086 legacyLayout
0x010d0087 lightRadius
0x010d0088 lightY
0x010d0089 lightZ
0x010d008a listItemLayout
0x010d008b listLayout
0x010d008c lockPatternStyle
0x010d008d magnifierColorOverlay
0x010d008e magnifierElevation
0x010d008f magnifierHeight
0x010d0090 magnifierHorizontalOffset
0x010d0091 magnifierStyle
0x010d0092 magnifierVerticalOffset
0x010d0093 magnifierWidth
0x010d0094 magnifierZoom
0x010d0095 majorWeightMax
0x010d0096 majorWeightMin
0x010d0097 maxCollapsedHeight
0x010d0098 maxCollapsedHeightSmall
0x010d0099 maxFileSize
0x010d009a maxItems
0x010d009b minorWeightMax
0x010d009c minorWeightMin
0x010d009d modifier
0x010d009e modifierState
0x010d009f monthTextAppearance
0x010d00a0 mountPoint
0x010d00a1 mtpReserve
0x010d00a2 multiChoiceItemLayout
0x010d00a3 navigationButtonStyle
0x010d00a4 needsDefaultBackgrounds
0x010d00a5 notificationHeaderAppNameVisibility
0x010d00a6 notificationHeaderIconSize
0x010d00a7 notificationHeaderStyle
0x010d00a8 notificationHeaderTextAppearance
0x010d00a9 numDots
0x010d00aa opacityListDivider
0x010d00ab optional
0x010d00ac outKeycode
0x010d00ad paddingBottomNoButtons
0x010d00ae paddingTopNoTitle
0x010d00af pageSpacing
0x010d00b0 panelMenuIsCompact
0x010d00b1 panelMenuListTheme
0x010d00b2 panelMenuListWidth
0x010d00b3 pathColor
0x010d00b4 pointerIconAlias
0x010d00b5 pointerIconAllScroll
0x010d00b6 pointerIconArrow
0x010d00b7 pointerIconCell
0x010d00b8 pointerIconContextMenu
0x010d00b9 pointerIconCopy
0x010d00ba pointerIconCrosshair
0x010d00bb pointerIconGrab
0x010d00bc pointerIconGrabbing
0x010d00bd pointerIconHand
0x010d00be pointerIconHandwriting
0x010d00bf pointerIconHelp
0x010d00c0 pointerIconHorizontalDoubleArrow
0x010d00c1 pointerIconNodrop
0x010d00c2 pointerIconSpotAnchor
0x010d00c3 pointerIconSpotHover
0x010d00c4 pointerIconSpotTouch
0x010d00c5 pointerIconText
0x010d00c6 pointerIconTopLeftDiagonalDoubleArrow
0x010d00c7 pointerIconTopRightDiagonalDoubleArrow
0x010d00c8 pointerIconVectorFill
0x010d00c9 pointerIconVectorFillInverse
0x010d00ca pointerIconVectorStroke
0x010d00cb pointerIconVectorStrokeInverse
0x010d00cc pointerIconVerticalDoubleArrow
0x010d00cd pointerIconVerticalText
0x010d00ce pointerIconWait
0x010d00cf pointerIconZoomIn
0x010d00d0 pointerIconZoomOut
0x010d00d1 popupPromptView
0x010d00d2 position
0x010d00d3 preferenceActivityStyle
0x010d00d4 preferenceFragmentListStyle
0x010d00d5 preferenceFragmentPaddingSide
0x010d00d6 preferenceFrameLayoutStyle
0x010d00d7 preferenceHeaderPanelStyle
0x010d00d8 preferenceListStyle
0x010d00d9 preferencePanelStyle
0x010d00da preserveIconSpacing
0x010d00db primary
0x010d00dc productId
0x010d00dd progressBarCornerRadius
0x010d00de progressLayout
0x010d00df quickContactBadgeOverlay
0x010d00e0 quickContactWindowSize
0x010d00e1 regularColor
0x010d00e2 relativeTimeDisambiguationText
0x010d00e3 relativeTimeUnitDisplayLength
0x010d00e4 removable
0x010d00e5 removeBeforeMRelease
0x010d00e6 request
0x010d00e7 requestDetail
0x010d00e8 resOutColor
0x010d00e9 reverseLayout
0x010d00ea screenLayout
0x010d00eb scrollCaptureHint
0x010d00ec scrollIndicatorPaddingLeft
0x010d00ed scrollIndicatorPaddingRight
0x010d00ee searchDialogTheme
0x010d00ef searchResultListItemHeight
0x010d00f0 searchWidgetCorpusItemBackground
0x010d00f1 seekBarDialogPreferenceStyle
0x010d00f3 seekBarPreferenceStyle
0x010d00f4 segMinWidth
0x010d00f5 segPointGap
0x010d00f6 segSegGap
0x010d00f7 selectionDivider
0x010d00f8 selectionDividersDistance
0x010d00f9 selectionScrollOffset
0x010d00fa showAtTop
0x010d00fb showRelative
0x010d00fc showSeekBarValue
0x010d00fd showTitle
0x010d00fe showWallpaper
0x010d00ff singleChoiceItemLayout
0x010d0100 spanCount
0x010d0101 stackFromEnd
0x010d0102 state_accessibility_focused
0x010d0103 storageDescription
0x010d0104 strokeCap
0x010d0105 successColor
0x010d0106 tabLayout
0x010d0107 textAppearanceAutoCorrectionSuggestion
0x010d0108 textAppearanceEasyCorrectSuggestion
0x010d0109 textAppearanceGrammarErrorSuggestion
0x010d010a textAppearanceMisspelledSuggestion
0x010d010b textColorOnAccent
0x010d010c textColorPrimaryActivated
0x010d010d textColorSearchUrl
0x010d010e textColorSecondaryActivated
0x010d010f textEditSuggestionContainerLayout
0x010d0110 textEditSuggestionHighlightStyle
0x010d0111 textUnderlineColor
